ASCL	61.04	22f	Buddhist Meditation Theory	2	Gregory Seton	NW	TMV	REL 41.04 01	N/A	N/A
ASCL	61.07	22s	Shinto: Festivals & Foxes	12	Emily Simpson	NW	TMV	REL 19.32 01	N/A	NR Eligible
ASCL	61.1	22x	Japanese Martial Arts	2	James Dorsey	NW	TMV	N/A	N/A	N/A
ASCL	61.11	23w	Daoism	10	Gil Raz	NW	TMV	REL 046 01	N/A	N/A
ASCL	62.02	22s	Trad Performance in China (Remote)	12	Levi Gibbs	NW	LIT	N/A	N/A	N/A
ASCL	62.06	22s	Explore Korea Through Films	3A	Sunglim Kim	NW	SOC	N/A	N/A	N/A
ASCL	62.06	23w	Explore Korea Through Films	3A	Sunglim Kim	NW	SOC	N/A	N/A	N/A
ASCL	62.08	22f	Mod-Contemporary Korean Art	2A	Sunglim Kim	NW	ART	ARTH 62.20 01	N/A	N/A
ASCL	62.1	22f	Sacred Art&Arch of Japan	10	Allen Hockley	NW	ART	ARTH 32.21 01	N/A	N/A
ASCL	62.12	22s	Japanese Prints	10	Allen Hockley	NW	ART	ARTH 62.30 01	N/A	N/A
ASCL	62.13	23w	Women, Gender & Art	2A	Sunglim Kim	NW	ART	ARTH 62.81 01	N/A	N/A
ASCL	64.09	22s	Imprial China/Global Cntxt	2	Erqi Cheng	NW	SOC	HIST 072 01	N/A	NR Eligible
ASCL	64.11	22s	Emergence of Modern Japan	12	Connor Mills	NW	SOC	HIST 05.05 01	N/A	NR Eligible
ASCL	64.11	22f	Emergence of Modern Japan	2	Steven Ericson	NW	SOC	HIST 05.05 01	N/A	NR Eligible
ASCL	64.12	23w	Postwar Japan	10A	Steven Ericson	NW	SOC	HIST 079 01	N/A	NR Eligible
ASCL	64.14	22f	Slaves & Rebels in Korea	12	Soyoung Suh	NW	SOC	HIST 78.04 01	N/A	NR Eligible
ASCL	67.01	22f	Politics of Japan	9L	Yusaku Horiuchi	NW	INT or SOC	GOVT 40.03 01	N/A	N/A
ASCL	69.23	22f	Shogun and Samurai	LS	Allen Hockley	NW	SOC	N/A	N/A	N/A
ASCL	70.01	23w	Sacred Architecture of Asia	10	Allen Hockley	NW	INT or ART	ARTH 38.01 01	N/A	N/A
ASCL	70.07	22f	Asian Performance	2A	Woon-Ping Chin	NW	ART	THEA 024 01	N/A	N/A
ASCL	70.12	22s	Lit & Cul Asian Borderlands	2	Qiong Xie	NW	INT or LIT	N/A	N/A	N/A
ASCL	70.18	22x	SocialRevolutionsJapan&US	10A	James Dorsey	CI	INT or LIT	COLT 57.10 01	N/A	NR Eligible
ASCL	70.22	22f	Developing Vietnam	9L	Edward Miller	NW	SOC	N/A	N/A	N/A
ASCL	70.23	22f	Travel, Migration& Diaspora	10A	Sujin Eom	NW	INT or SOC	N/A	N/A	N/A
ASCL	80.05	22f	Regional Identity in China	10A	Levi Gibbs	NW	LIT	N/A	N/A	N/A
ASCL	80.08	23w	Imperialism Modrn East Asia	2A	Steven Ericson	NW	INT or SOC	HIST 077 01	N/A	NR Eligible
ASCL	89	22s	Independent Research	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	89	22x	Independent Research	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	89	22f	Independent Research	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	89	22f	Independent Research	LS	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	89	23w	Independent Research	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	90	22s	Honors Thesis I	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	90	22f	Honors Thesis I	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	90	23w	Honors Thesis I	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	91	22s	Honors Thesis II	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	91	22f	Honors Thesis II	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	91	23w	Honors Thesis II	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
